INVNRS,ONDERWERP,TERM,URI
14161,Brug,Brug,http://vocab.getty.edu/aat/300007836
14163,Brug,Brug,http://vocab.getty.edu/aat/300007836
14165,Brug,Brug,http://vocab.getty.edu/aat/300007836
14167,Brug,Brug,http://vocab.getty.edu/aat/300007836
14169,Brug,Brug,http://vocab.getty.edu/aat/300007836
14170,Havens,,
14175,Brug,Brug,http://vocab.getty.edu/aat/300007836
14176,Brug,Brug,http://vocab.getty.edu/aat/300007836
14198,Brug,Brug,http://vocab.getty.edu/aat/300007836
14202,Brug,Brug,http://vocab.getty.edu/aat/300007836
14203,Brug,Brug,http://vocab.getty.edu/aat/300007836
14204,Brug,Brug,http://vocab.getty.edu/aat/300007836
14205,Brug,Brug,http://vocab.getty.edu/aat/300007836
14206,Brug,Brug,http://vocab.getty.edu/aat/300007836
14208,Brug,Brug,http://vocab.getty.edu/aat/300007836
14211,Brug,Brug,http://vocab.getty.edu/aat/300007836
14215,Brug,Brug,http://vocab.getty.edu/aat/300007836
14216,Brug,Brug,http://vocab.getty.edu/aat/300007836
14218,Brug,Brug,http://vocab.getty.edu/aat/300007836
14221,Brug,Brug,http://vocab.getty.edu/aat/300007836
14222,Brug,Brug,http://vocab.getty.edu/aat/300007836
14224,Brug,Brug,http://vocab.getty.edu/aat/300007836
14225,Brug,Brug,http://vocab.getty.edu/aat/300007836
14227,Brug,Brug,http://vocab.getty.edu/aat/300007836
14230,Brug,Brug,http://vocab.getty.edu/aat/300007836
14236,Brug,Brug,http://vocab.getty.edu/aat/300007836
14237,Brug,Brug,http://vocab.getty.edu/aat/300007836
14238,Brug,Brug,http://vocab.getty.edu/aat/300007836
14239,Brug,Brug,http://vocab.getty.edu/aat/300007836
14241,Brug,Brug,http://vocab.getty.edu/aat/300007836
14242,Brug,Brug,http://vocab.getty.edu/aat/300007836
14246,Brug,Brug,http://vocab.getty.edu/aat/300007836
14248,Brug,Brug,http://vocab.getty.edu/aat/300007836
14250,Brug,Brug,http://vocab.getty.edu/aat/300007836
14252,Brug,Brug,http://vocab.getty.edu/aat/300007836
14255,Brug,Brug,http://vocab.getty.edu/aat/300007836
14258,Brug,Brug,http://vocab.getty.edu/aat/300007836
14263,Brug,Brug,http://vocab.getty.edu/aat/300007836
14264,Brug,Brug,http://vocab.getty.edu/aat/300007836
14265,Brug,Brug,http://vocab.getty.edu/aat/300007836
14269,Brug,Brug,http://vocab.getty.edu/aat/300007836
14274,Brug,Brug,http://vocab.getty.edu/aat/300007836
14276,Brug,Brug,http://vocab.getty.edu/aat/300007836
14277,Brug,Brug,http://vocab.getty.edu/aat/300007836
14279,Brug,Brug,http://vocab.getty.edu/aat/300007836
14280,Brug,Brug,http://vocab.getty.edu/aat/300007836
14282,Brug,Brug,http://vocab.getty.edu/aat/300007836
14283,Brug,Brug,http://vocab.getty.edu/aat/300007836
14284,Brug,Brug,http://vocab.getty.edu/aat/300007836
14285,Brug,Brug,http://vocab.getty.edu/aat/300007836
14286,Brug,Brug,http://vocab.getty.edu/aat/300007836
14288,Brug,Brug,http://vocab.getty.edu/aat/300007836
14289,Brug,Brug,http://vocab.getty.edu/aat/300007836
14290,Perceel,,
14291,Brug,Brug,http://vocab.getty.edu/aat/300007836
14293,Brug,Brug,http://vocab.getty.edu/aat/300007836
14294,Brug,Brug,http://vocab.getty.edu/aat/300007836
14295,Brug,Brug,http://vocab.getty.edu/aat/300007836
14296,Brug,Brug,http://vocab.getty.edu/aat/300007836
14297,Brug,Brug,http://vocab.getty.edu/aat/300007836
14300,Brug,Brug,http://vocab.getty.edu/aat/300007836
14301,Brug,Brug,http://vocab.getty.edu/aat/300007836
14303,Brug,Brug,http://vocab.getty.edu/aat/300007836
14306,Brug,Brug,http://vocab.getty.edu/aat/300007836
14313,Brug,Brug,http://vocab.getty.edu/aat/300007836
14320,Brug,Brug,http://vocab.getty.edu/aat/300007836
14321,Brug,Brug,http://vocab.getty.edu/aat/300007836
14323,Brug,Brug,http://vocab.getty.edu/aat/300007836
14337,Brug,Brug,http://vocab.getty.edu/aat/300007836
14347,Brug,Brug,http://vocab.getty.edu/aat/300007836
14349,Brug,Brug,http://vocab.getty.edu/aat/300007836
14350,Brug,Brug,http://vocab.getty.edu/aat/300007836
14352,Brug,Brug,http://vocab.getty.edu/aat/300007836
14353,Brug,Brug,http://vocab.getty.edu/aat/300007836
14354,Brug,Brug,http://vocab.getty.edu/aat/300007836
14409,Betonvloer,,
15003,Brug,Brug,http://vocab.getty.edu/aat/300007836
15006,Brug,Brug,http://vocab.getty.edu/aat/300007836
15007,Brug,Brug,http://vocab.getty.edu/aat/300007836
15009,Brug,Brug,http://vocab.getty.edu/aat/300007836
15015,Brug,Brug,http://vocab.getty.edu/aat/300007836
15016,Brug,Brug,http://vocab.getty.edu/aat/300007836
15024,Brug,Brug,http://vocab.getty.edu/aat/300007836
15028,Brug,Brug,http://vocab.getty.edu/aat/300007836
15031,Brug,Brug,http://vocab.getty.edu/aat/300007836
15033,Brug,Brug,http://vocab.getty.edu/aat/300007836
15034,Brug,Brug,http://vocab.getty.edu/aat/300007836
15044,Brug,Brug,http://vocab.getty.edu/aat/300007836
15063,Brug,Brug,http://vocab.getty.edu/aat/300007836
15066,Brug,Brug,http://vocab.getty.edu/aat/300007836
15067,Brug,Brug,http://vocab.getty.edu/aat/300007836
15070,Brug,Brug,http://vocab.getty.edu/aat/300007836
15071,Brug,Brug,http://vocab.getty.edu/aat/300007836
15074,Brug,Brug,http://vocab.getty.edu/aat/300007836
15079,Brug,Brug,http://vocab.getty.edu/aat/300007836
15080,Brug,Brug,http://vocab.getty.edu/aat/300007836
15090,Brug,Brug,http://vocab.getty.edu/aat/300007836
15091,Brug,Brug,http://vocab.getty.edu/aat/300007836
15094,Brug,Brug,http://vocab.getty.edu/aat/300007836
15112,Brug,Brug,http://vocab.getty.edu/aat/300007836
15124,Brug,Brug,http://vocab.getty.edu/aat/300007836
15131,Brug,Brug,http://vocab.getty.edu/aat/300007836
15135,Brug,Brug,http://vocab.getty.edu/aat/300007836
15137,Brug,Brug,http://vocab.getty.edu/aat/300007836
15142,Brug,Brug,http://vocab.getty.edu/aat/300007836
15151,Brug,Brug,http://vocab.getty.edu/aat/300007836
15156,Brug,Brug,http://vocab.getty.edu/aat/300007836
15166,Brug,Brug,http://vocab.getty.edu/aat/300007836
15167,Brug,Brug,http://vocab.getty.edu/aat/300007836
15170,Brug,Brug,http://vocab.getty.edu/aat/300007836
15173,Brug,Brug,http://vocab.getty.edu/aat/300007836
15178,Brug,Brug,http://vocab.getty.edu/aat/300007836
15190,Brug,Brug,http://vocab.getty.edu/aat/300007836
15204,Brug,Brug,http://vocab.getty.edu/aat/300007836
15208,Brug,Brug,http://vocab.getty.edu/aat/300007836
15222,Brug,Brug,http://vocab.getty.edu/aat/300007836
15223,Brug,Brug,http://vocab.getty.edu/aat/300007836
15224,Brug,Brug,http://vocab.getty.edu/aat/300007836
15246,Brug,Brug,http://vocab.getty.edu/aat/300007836
15247,Brug,Brug,http://vocab.getty.edu/aat/300007836
15255,Brug,Brug,http://vocab.getty.edu/aat/300007836
15261,Brug,Brug,http://vocab.getty.edu/aat/300007836
15262,Brug,Brug,http://vocab.getty.edu/aat/300007836
15266,Brug,Brug,http://vocab.getty.edu/aat/300007836
15274,Burggen,,
15276,Brug,Brug,http://vocab.getty.edu/aat/300007836
15279,Brug,Brug,http://vocab.getty.edu/aat/300007836
15280,Brug,Brug,http://vocab.getty.edu/aat/300007836
15282,Brug,Brug,http://vocab.getty.edu/aat/300007836
15285,Brug,Brug,http://vocab.getty.edu/aat/300007836
15289,Brug,Brug,http://vocab.getty.edu/aat/300007836
15299,Brug,Brug,http://vocab.getty.edu/aat/300007836
15300,Brug,Brug,http://vocab.getty.edu/aat/300007836
15315,Brug,Brug,http://vocab.getty.edu/aat/300007836
15349,Brug,Brug,http://vocab.getty.edu/aat/300007836
15353,Brug,Brug,http://vocab.getty.edu/aat/300007836
15354,Brug,Brug,http://vocab.getty.edu/aat/300007836
15363,Brug,Brug,http://vocab.getty.edu/aat/300007836
15364,Brug,Brug,http://vocab.getty.edu/aat/300007836
15366,Brug,Brug,http://vocab.getty.edu/aat/300007836
15367,Brug,Brug,http://vocab.getty.edu/aat/300007836
15382,Brug,Brug,http://vocab.getty.edu/aat/300007836
15383,Brug,Brug,http://vocab.getty.edu/aat/300007836
15384,Brug,Brug,http://vocab.getty.edu/aat/300007836
15385,A.,,
15386,A.,,
15387,A.,,
15388,A.,,
15389,A.,,
15390,A.,,
15391,A.,,
15392,A.,,
15393,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
15394,A.,,
15395,A.,,
15396,Keukens.,,
15397,Kasten,,
15398,Tafel,,
15399,Overkapping.,,
15400,Tafels,,
15401,Draairamen.,,
15402,Ramen,,
15403,Spoelbak.,,
15404,Puien,,
15405,Vloer.,,
15406,Puien,,
15407,Spreelcel.,,
15408,Blilvanger.,,
15409,Blilvanger.,,
15410,Ramen,,
15411,Afscheiding,,
15412,Opmeting,,
15413,Vloeren,,
15414,Verbouwen,,
15415,Inrichting,,
15416,Brug,Brug,http://vocab.getty.edu/aat/300007836
15417,Arits,,
15418,Lossteiger.,,
15419,Berekening,,
15420,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15421,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15422,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15423,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15424,Situatie,,
15425,Situatie,,
15426,Situatie,,
15427,Situatie,,
15428,Situatie,,
15429,Situatie,,
15430,Situatie,,
15431,Situatie,,
15432,Situatie,,
15433,Situatie,,
15434,Dwarsprofiel,,
15435,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15436,Situatie,,
15437,Situatie,,
15438,Situatie,,
15439,Situatie,,
15440,Situatie,,
15441,Situatie,,
15442,Situatie,,
15443,Pui,,
15444,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15445,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15446,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15447,Zinker,,
15448,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15449,School,School,http://vocab.getty.edu/aat/300006495
15450,G.E.B.,G.E.B.,http://vocab.getty.edu/aat/300000414
15451,G.E.B.,G.E.B.,http://vocab.getty.edu/aat/300000414
15452,G.E.B.,G.E.B.,http://vocab.getty.edu/aat/300000414
15453,Hoogspanningsruimte,,
15454,Doorgraving.,,
15455,Scheidingsmuur.,,
15456,Grondwerk,,
15457,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
15458,Grafieken,,
15459,Pomp,,
15460,As,,
15461,Schakelschema,,
15462,As,,
15463,As,,
15464,Pomp,,
15465,As,,
15467,As,,
15468,As,,
15469,Tourniquet,,
15470,As,,
15471,Lager.,,
15472,As,,
15473,Verwarming,,
15474,Verwarming,,
15475,R.I.,,
15477,Schakelschema,,
15478,Schakelschema,,
15480,Schakelschema,,
15481,Schakelschema,,
15482,Schakelschema,,
15483,Pomp,,
15484,Schakelschema,,
15485,Situatie,,
15486,Situatie,,
15487,Betonvloer,,
15488,Situatie,,
15489,Situatie,,
15490,Situatie,,
15491,Situatie,,
15492,Situatie,,
15493,Situatie,,
15494,Boringen,,
15495,Situatie,,
15496,Situatie,,
15497,Situatie,,
15498,Situatie,,
15499,Situatie,,
15500,Situatie,,
15501,Situatie,,
15502,Situatie,,
15503,Situatie,,
15504,Situatie,,
15505,Situatie,,
15506,Situatie,,
15507,Situatie,,
15508,Situatie,,
15509,Situatie,,
15510,Situatie,,
15511,Situatie,,
15512,Situatie,,
15513,Overzicht,,
15514,Situatie,,
15515,Situatie,,
15516,Situatie,,
15517,Situatie,,
15518,Wastrog.,,
15519,Situatie,,
15520,Situatie,,
15521,Situatie,,
15522,Situatie,,
15523,Situatie,,
15524,Situatie,,
15525,Situatie,,
15526,Situatie,,
15527,Situatie,,
15528,Situatie,,
15529,Situatie,,
15530,Situatie,,
15531,Situatie,,
15532,Situatie,,
15533,Situatie,,
15534,Situatie,,
15535,Situatie,,
15536,Situatie,,
15537,Betonplaat.,,
15538,Kerk,,
15539,Electr.,,
15540,Looproosters.,,
15541,Electr.,,
15543,Electr.,,
15544,Montelbaanstoren,,
15545,Wijziging,,
15546,Aanleg,,
15547,Situatie,,
15548,Munttoren,,
15549,Luchtleiding.,,
15550,Centrale,,
15551,Kraanbaan,,
15552,Monteren.,,
15553,Centrale,,
15554,Centrale,,
15556,Beveiliging.,,
15557,Lift,,
15558,Remmingen,,
15559,Centrale,,
15560,Toegangsdeur.,,
15561,Verwarming,,
15562,Verwarming,,
15563,Verwarming,,
15564,Meubelen,,
15565,Rioolgemaal,,
15566,Crondwerk.,,
15567,Dempen,,
15568,Garage,,
15569,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
15571,Glijweerstand.,,
15572,Zinker,,
15573,Pompinstallatie,,
15574,R.I.,,
15575,Installatie,,
15576,Schakelschema,,
15577,Verwarming,,
15578,Verwarming,,
15579,Verwarming,,
15580,Oostelijke,,
15581,Verwarming,,
15582,Verwarming,,
15583,Wegbanen,,
15584,Wegbanen,,
15585,Ophogen,,
15586,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15587,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15588,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15589,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15590,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15591,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15592,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15593,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15594,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15595,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15596,Persleiding,,
15597,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15598,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15599,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15600,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15601,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15602,Duiker,,
15603,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15604,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15605,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15606,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15607,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15608,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15609,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15610,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15611,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15612,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15613,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15614,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15615,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
15616,Verbouwen,,
15617,Persleiding,,
15919,Berekeningen,,
15937,School,School,http://vocab.getty.edu/aat/300006495
16698,Situatie,,
17421,Dempen,,
17422,Bouw,,
17441,Boeien,,
17447,Profielen,,
17452,Koninklijk-Paleis.,,
17454,Beurs,,
17456,Beurs,,
17460,Steigers,,
17463,Vacuumleiding.,,
17467,Beurspassage.,,
17471,Fonteinen,,
17472,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17474,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17481,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17491,Verbouwen,,
17496,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17500,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17502,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17503,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17505,Kademuren,,
17513,Hek,,
17514,Hek,,
17519,Restrating.,,
17520,Bestrating,,
17523,Kademuren,,
17525,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
17527,Situatie,,
17529,Profielen,,
17533,Politieposthuis,,
17534,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
17536,Verbouwen,,
17545,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
17561,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17566,Inrichten.,,
17574,Aanleg,,
17575,Kademuren,,
17576,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17608,Typetekening,,
17609,Typetekening,,
17632,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
17634,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
17649,Typetekening,,
17662,Privaat,,
17666,Bouw,,
17675,Vergroting.,,
17676,Abattoir,,
17677,Aanleg,,
17678,Bestrating,,
17685,Spoorwegen.,,
17686,Spoorwegen.,,
17688,Aanleg,,
17697,Situatie,,
17701,Kantoor,,
17706,Baarsjesweg,,
17707,Kostverlorenvaart,,
17708,Situatie,,
17735,Eerste,,
17737,s-Gravesandestraat.,,
17739,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
17741,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
17742,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
17776,Kostverlorenvaart,,
17783,Aanleg,,
17815,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17816,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17818,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17819,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17821,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17822,Beschoeiing,,
17823,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17825,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17826,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17827,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17828,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17829,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17830,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17831,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17833,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17834,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17835,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17836,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17837,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17839,Kademuren,,
17843,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17845,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17870,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17907,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17911,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17913,Kademuren,,
17914,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17915,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17916,Kademuren,,
17919,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
17924,Kademuren,,
17928,Luchtbrug.,,
17929,Afscheiding,,
17933,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17934,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
17935,Situatie,,
17936,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
17939,Rooilijnen,,
17945,Ophogen,,
17947,Graven,,
17953,Aanleg,,
17954,Aanleg,,
17956,Aanleg,,
17957,Schutsluis.,,
17962,Afsluitdam.,,
17964,Verbreden,,
17967,St.,,
17968,Overtoom,,
17969,Sluis,,
17971,Duikersluis,,
17972,Monument,,
17974,Onderbouw,,
17979,Aanleg,,
17982,Graven,,
17991,Verbreden,,
17993,Duiker,,
17995,Verbreden,,
18002,Beschoeiing,,
18003,Steiger,Steiger,http://vocab.getty.edu/aat/300404856
18004,Verbreden,,
18005,Verbreden,,
18007,Aanleg,,
18010,Normalisering.,,
18011,Ophogen,,
18013,Aanleg,,
18014,Aanleg,,
18015,Aanleg,,
18020,Graven,,
18021,Aanleg,,
18022,Aanleg,,
18038,Plantsoen,,
18044,Situatie,,
18045,Situatie,,
18047,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18050,Aanleg,,
18052,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18054,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18055,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18056,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18059,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18060,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18063,Situatie,,
18068,Verbreden,,
18069,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18070,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18077,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18079,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18080,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18086,Urinoir,,
18096,Kademuren,,
18098,Walmuur,Walmuur,http://vocab.getty.edu/aat/300404856
18099,Walmuur,Walmuur,http://vocab.getty.edu/aat/300404856
18100,Aanleg,,
18101,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18104,Duikersluis,,
18105,Walmuur,Walmuur,http://vocab.getty.edu/aat/300404856
18108,Walmuur,Walmuur,http://vocab.getty.edu/aat/300404856
18109,Profielen,,
18110,Beschoeiing,,
18112,Verbreden,,
18113,Verbreden,,
18114,Aanplempen.,,
18119,Aanplempen.,,
18121,Beschoeiing,,
18123,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18124,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18125,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18126,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18127,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18135,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18137,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18138,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18139,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18147,Kademuur,Kademuur,http://vocab.getty.edu/aat/300404856
18148,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18150,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18151,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
18170,Schutsluis.,,
18171,Sluis,,
18173,Profielen,,
18176,Profiel,,
18177,Profiel,,
18183,Profiel,,
18185,Bouw,,
18186,Bouw,,
18187,Damrak,,
18188,Bouw,,
18189,Situatie,,
18200,Stamper.,,
18201,Stamper.,,
18207,Situatie,,
18230,Situatie,,
18245,Situatie,,
18247,Situatie,,
18251,Situatie,,
18261,Situatie,,
18269,Normaliseren.,,
18270,Sluis,,
18274,Sluis,,
18277,Brug,Brug,http://vocab.getty.edu/aat/300007836
18278,Walmuur,Walmuur,http://vocab.getty.edu/aat/300404856
18280,Schutsluis.,,
18284,School,School,http://vocab.getty.edu/aat/300006495
18298,Buitengasthuis,,
18318,School,School,http://vocab.getty.edu/aat/300006495
18319,School,School,http://vocab.getty.edu/aat/300006495
18321,School,School,http://vocab.getty.edu/aat/300006495
18328,School,School,http://vocab.getty.edu/aat/300006495
18329,School,School,http://vocab.getty.edu/aat/300006495
18333,School,School,http://vocab.getty.edu/aat/300006495
18335,Hortus,,
18340,Paleis,,
18341,Bouw,,
18345,Bouw,,
18346,Bouw,,
18347,Bouw,,
18349,Bouw,,
18354,Bouw,,
18355,Verbouwen,,
18356,Bouw,,
18358,Bouw,,
18359,Bouw,,
18360,Bouw,,
18361,Universiteit,,
18362,Opmeting,,
18365,Bouw,,
18366,School,School,http://vocab.getty.edu/aat/300006495
18367,Verbouw,,
18369,Verbouwen,,
18370,V.H.,,
18372,Beursgebouw,,
18373,Universiteit,,
18374,Bouw,,
18376,Leidseplein,,
18377,Oost/Indischhuis.,,
18378,Kon.,,
18380,Herenmarkt.,,
18381,Rijks-Arsenaal.,,
18382,Poortdeur.,,
18384,Hortus,,
18385,Nieuwe-Kerk.,,
18386,Nes,,
18388,Muiderpoort,,
18391,Pakhuizen,,
18393,Bouw,,
18394,Groenburgwal,,
18395,Opmeting,,
18397,Koren,,
18398,Oranje-Nassau-Kazerne.,,
18400,Regen,,
18401,Jeugdhotel,,
18402,Ontwerp,,
18403,Leidsepoort,,
