INVNRS,ONDERWERP,TERM,URI
1000,Rioolgemaal,,
1001,Doelenzaal,,
1002,Scholengemeenschap,,
1003,Verbouwing,,
1004,Verbouwing,,
1005,Stedelijk,,
1006,Verbouwing,,
1007,Universiteit,,
1008,Dienstgebouwtje,,
1009,V.M.,,
1010,Woning,,
1011,Marcanti,,
1012,Raadhuis,,
1013,G.E.B.,G.E.B.,http://vocab.getty.edu/aat/300000414
1014,Verbouwing,,
1015,S.M.N.,,
1016,Dienstwoningen,,
1017,Brandweerpost,,
1018,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
1019,Laboratoria.,,
1020,Paleis,,
1021,Muziekbibliotheek,,
1022,Hoofdbank,,
1023,Universiteit,,
1024,Plan,,
1025,Sportgeb.,,
1026,Doofstommenschool.,,
1027,Cantine,,
1028,Universiteit,,
1029,Oud,,
1030,Uitbr.,,
1031,Verb.,,
1032,Uitbr.,,
1033,Uitbr.,,
1034,Verb.,,
1035,Mijtijlschool,,
1036,Verb.,,
1037,Uitbr.,,
1038,Verb.,,
1039,Clubgebouw,,
1040,School,School,http://vocab.getty.edu/aat/300006495
1041,G.L.O.,,
1042,Uitbr.,,
1043,Scholentypen.,,
1044,Verb.,,
1045,Uitbr.,,
1046,School,School,http://vocab.getty.edu/aat/300006495
1047,Bouw,,
1048,Portierloge,,
1049,Bouw,,
1050,Schetsopmeting,,
1051,Gezondheidscentrum-Soc.,,
1052,Rheuma,,
1053,Verzorginshuis,,
1054,Bouw,,
1055,Bouw,,
1056,Wijkgebouw,,
1057,Gemeentelijke,,
1058,Uitneembare,,
1059,Wachthuisje,,
1060,Dienstgebouw,,
1061,Inr.,,
1062,Bouw,,
1063,Bouw,,
1064,Bouw,,
1065,Afbouw,,
1066,Spinozaschool,,
1067,Uitbreiding,,
1068,Dienstwoning,,
1069,Ind.,,
1070,Splitsing,,
1071,Bouw,,
1072,Rijksweg,,
1073,Viaducten,,
1074,Stationsgebouw,,
1075,Vrachtgebouw,,
1076,Verkeerstoren,,
1077,Pieren,,
1078,Midden,,
1079,Opstelling,,
1080,Schem's,,
1081,Middenareaal,,
1082,Buitenlandse,,
1083,Techn.Areaal,,
1084,Typen,,
1085,Navigatie,,
1086,Luchtbaartverkeer,,
1087,Sport,,
1088,Verkeer-En,,
1089,Agrarische,,
1090,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
1091,3,,
1092,Gebouw,,
1093,Scholencomplex,,
1094,H.B.S.,,
1095,Scholencomplex,,
1096,Brandweerpost,,
1097,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
1098,U.L.O.,,
1099,Barlaeus,,
1100,Kindertoiletgebouwtje,,
1101,Centine,,
1102,Sportgebouwtje,,
1103,Zittingslokaal,,
1104,V.O.,,
1105,Gezondheidscentr.Frankendael,,
1106,Rijksverzekeringsbank,,
1107,Kiosk,,
1108,Gemeentelijke,,
1109,Zoologisch,,
1110,Nederlandsche,,
1111,Hoofdgebouw,,
1112,Gebouw,,
1113,Kinderbewaarplaats,,
1114,Tramgebouw,,
1115,Stedelijk,,
1116,Stadskwekerij,,
1117,Politiebureau,Politiebureau,http://vocab.getty.edu/aat/300006049
1118,Hoekbebouwing,,
1119,Pompstation,,
1120,Marktcomplex,,
1121,Hogere,,
1122,Loods,,
1123,Gymlokalen,,
1124,C.V.,,
1125,C.V.,,
1126,C.V.,,
1127,C.V.,,
1128,Rijwiel-,,
1129,Trafohuisje,,
1130,Routgendiagnostiek,,
1131,Stadsdrukkerij,,
1132,Verenigingsgebouw,,
1133,Trafohuisje,,
1134,Math.,,
1135,Hondenbewaarplaats(39),,
1136,Schuilkelders,,
1137,Schuilkelder,,
1138,Schuilkelder,,
1139,Schuilkelders,,
1140,Schuilkelders,,
1141,Schuilkelder,,
1142,Schuilkelder,,
1143,Schuilkelder,,
1144,Schuilkelder,,
1145,Schuilkelder,,
1146,Schuilkelder,,
1147,Schuilkelder,,
1148,Schuilkelder,,
1149,Schuilkelder,,
1150,Schuilkelder,,
1151,Profiel,,
1152,G.E.B.,G.E.B.,http://vocab.getty.edu/aat/300000414
1153,O.S.,,
1154,Schuilkelder,,
1155,Schuilkelder,,
1156,Zandfilters,,
1157,Schuilkelder,,
1158,Schuilkelder,,
1159,Schuilkelder,,
1160,Schuilcel,,
1161,Schuilkelder,,
1162,Wibauthuis,,
1163,Plan,,
1164,Brug,Brug,http://vocab.getty.edu/aat/300007836
1165,Preklinisch,,
1166,Plannen,,
1167,Plannen,,
1168,Situaties,,
1169,School,School,http://vocab.getty.edu/aat/300006495
1170,Scholen,,
1171,N.H.,,
1172,N.H.,,
1173,Abattoir,,
1174,Stadhuis,,
1175,Ned.Inst.,,
1176,Inst.,,
1177,School,School,http://vocab.getty.edu/aat/300006495
1178,Koopmansbeurs,,
1179,Wilhelmina,,
1180,Centrale,,
1181,Wilhelmina,,
1182,Prinsenschool,,
1183,Bestrating,,
1184,Bestrating,,
1185,Autotunnel,,
1186,Autotunnel,,
1187,Autotunnel,,
1188,IJtunnel,,
1189,Plannen,,
1190,Plannen,,
1191,Situatie,,
1192,Situatie,,
1230,Rozengracht,,
1231,Singel,,
1232,"Buitensingel,",,
1233,Open,,
1234,"Buitensingel,",,
1235,"Buitensingel,",,
1236,Waterlooplein,,
1237,Damrak,,
1238,Damrak,,
1239,Damrak,,
1240,Damrak,,
1241,Damrak,,
1242,Damrak,,
1243,Damrak,,
1244,Damrak,,
1245,Damrak,,
1246,Damrak,,
1247,Damrak,,
1248,Damrak,,
1249,Damrak,,
1250,Damrak,,
1251,Damrak,,
1252,Damrak,,
1253,Damrak,,
1254,Damrak,,
1255,Damrak,,
1256,Damrak,,
1257,Damrak,,
1258,Damrak,,
1259,Damrak,,
1260,Damrak,,
1261,Damrak,,
1262,Damrak,,
1263,Damrak,,
1264,Damrak,,
1265,Damrak,,
1266,Damrak,,
1267,Damrak,,
1268,Damrak,,
1269,Ontwerp,,
1270,Ontwerp,,
1271,Ontwerp,,
1272,Schetsplan,,
1273,Schetsplan,,
1274,Schetsplan,,
1275,Ontwerp,,
1276,Ontwerp,,
1277,Ontwerp,,
1278,Schetsontwerp,,
1279,Schetsontwerp,,
1280,Schetsontwerp,,
1281,Schetsontwerp,,
1282,Schetsontwerp,,
1283,Ontwerp,,
1284,Ontwerp,,
1285,Gewijzigd,,
1286,Schetsontwerp,,
1287,Schetsontwerp,,
1288,Schetsontwerp,,
1289,Schetsontwerp,,
1290,Opmetingstekeningen,,
1291,Ontwerp,,
1292,Funderingsplan,,
1293,Beurs,,
1294,Dam,,
1297,Burgerweeshuis,,
1298,Schetsontwerpen,,
1299,Ontwerp,,
1300,Ontwerp,,
1301,Reproducties,,
1302,Foto,,
1303,Fotolitho's,,
1304,Ontwerptekeningen,,
1305,Ontwerptekekening,,
1306,Rooilijntekening,,
1307,Prijsvraagontwerp,,
1308,Prijsvraagontwerp,,
1309,Perspectieftekening,,
1310,Perspectieftekening,,
1311,Situatie,,
1312,Situatie,,
1313,Perspectieftekening,,
1314,Situatie,,
1315,Prijsvraagontwerp,,
1316,Schetsontwerp,,
1317,Paleis,,
1318,Paleis,,
1319,Paleis,,
1320,Paleis,,
1321,Paleis,,
1322,"Lozingskanaal,",,
1323,Plan,,
1324,Plan,,
1325,Stedelijk,,
1326,"Julianafeesten,",,
1327,Ontwerptekeningen,,
1329,Amsteldijk,,
1330,Weteringschans,,
1331,Damrak,,
1332,Vlothavenweg,,
1333,Oudezijds,,
1334,Staalstraat,,
1335,Singelgracht,,
1336,"Singel/Torensluis,",,
1337,Ringdijk,,
1338,Rozengracht,,
1339,Singel,,
1340,"IJdoornlaan,",,
1341,Prinsengracht,,
1342,Waterlooplein,,
1343,"Westerkanaal/Tasmanstraat,",,
1344,Spinhuissteeg,,
1345,Spuistraat,,
1346,Singel,,
1347,Sloterkade,,
1348,Prinsengracht,,
1349,Koestraat,,
1350,Keizersgracht,,
1351,Keizersgracht,,
1352,Keizersgracht,,
1353,Karthuizerstraat,,
1354,Nieuwe,,
1355,Orteliuskade/Jan,,
1356,Brug,Brug,http://vocab.getty.edu/aat/300007836
1357,Kromme,,
1358,Nieuwendammerdijk,,
1359,Leidsestraat,,
1360,Oudezijds,,
1361,Oudezijds,,
1362,Oudezijds,,
1363,Park,,
1364,Binnenkant,,
1365,Beulingstraat,,
1366,Groenburgwal,,
1367,Burgemeester,,
1368,Funderingsplan,,
1369,Plattegrond,,
1370,Lengtedoorsnede.,,
2014,Petroleumhavenweg,,
10002,Petroleumhavenweg,,
10100,Plattegronden,,
10101,Plattegrond,,
10102,Plattegrond,,
10103,Plattegrond,,
10104,Plattegrond,,
10105,Plattegrond,,
10106,Plattegrond,,
10107,Plattegrond,,
10108,Plattegrond,,
10109,Plattegrond,,
10110,Plattegrond,,
10111,Plattegrond,,
10112,Plattegronden,,
10113,Plattegrond,,
10114,Plattegrond,,
10115,Plattegrond,,
10116,Plattegrond,,
10117,Plattegrond,,
10118,Plattegrond,,
10119,Haven,,
10120,Plattegrond,,
10121,Plattegrond,,
10122,Plattegrond,,
10123,Plattegrond,,
10124,Plattegronden,,
10125,Plattegrond,,
10126,Plattegrond,,
10127,Plattegrond,,
10128,Plattegrond,,
10129,Plattegrond,,
10130,Plattegrond,,
10131,Plattegrond,,
10132,Plattegrond,,
10133,Plattegrond,,
10134,Plattegrond,,
10135,Fotoperspectief,,
10136,Grensverlegging,,
10137,Grensregeling,,
10138,Uitbreiding,,
10139,Plattegrond,,
10140,Plattegrond,,
10141,Plattegrond,,
10142,Plattegrond,,
10143,Plattegrond,,
10144,Plattegrond,,
10145,Plattegrond,,
10146,Uitbreidingsplan,,
10201,Plattegrond,,
10202,Indeling,,
10203,Plattegrond,,
10204,Plattegrond,,
10205,Plattegrond,,
10206,Plattegrond,,
10207,Plattegrond,,
10208,Plattegrond,,
10209,Plattegrond,,
10210,Plattegrond,,
10211,Plattegrond,,
10212,Plattegrond,,
10213,Plattegrond,,
10214,Plattegrond,,
10215,Plattegrond,,
10216,Plattegrond,,
10217,Plattegrond,,
10218,Plattegrond,,
10219,Plattegrond,,
10220,Plattegrond,,
10221,Plattegrond,,
10222,Plattegrond,,
10223,Plattegrond,,
10224,Plattegrond,,
10225,Plattegrond,,
10226,Platte,,
10227,Verfwerken,,
10228,Plattegrond,,
10229,Plattegrond,,
10230,Plattegrond,,
10231,Plattegrond,,
10232,Plattegrond,,
10233,Plattegrond,,
10234,Plattegrond,,
10235,Plattegrond,,
10236,Plattegrond,,
10237,Plattegrond,,
10238,Plattegrond,,
10239,Plattegrond,,
10240,Plattegrond,,
10241,Platte,,
10242,Plattegrond,,
10243,Plattegrond,,
10301,Situatie,,
10302,Situatie,,
10303,Situatie,,
10304,Situatie,,
10305,Situatie,,
10306,Situatie,,
10307,Situatie,,
10308,Situatie,,
10309,Situatie,,
10310,Situatie,,
10311,Situatie,,
10312,Situatie,,
10313,Situatie,,
10314,Situatie,,
10315,Situatie,,
10316,Situatie,,
10317,Situatie,,
10318,Situatie,,
10319,Situatie,,
10320,Situatie,,
10321,Situatie,,
10322,Situatie,,
10401,Kloosters,,
10402,Gevels,,
10500,Haven,,
10501,Haven,,
10502,Haven,,
10503,Haven,,
10504,Haven,,
10505,Haven,,
10506,Haven,,
10507,Haven,,
10508,Haven,,
10509,Haven,,
10510,Haven,,
10511,Haven,,
10512,Haven,,
10513,Haven,,
10514,Haven,,
10515,Haven,,
10601,Rivier.,,
10602,Singelgracht,,
10603,Noord,,
10604,Amsterdam,,
10605,Noordzeekanaal,,
10606,Rivieren.,,
10607,Rivieren.,,
10701,Provincie,,
10702,Div.,,
10703,Provincie,,
10704,Provincie,,
10705,Provincie,,
10706,Provincie,,
10707,Provincie,,
10708,Provincie,,
10709,Provincie,,
10711,Provincie,,
10712,Provincie,,
10713,Provincie,,
10714,Provincie,,
10715,Provincie,,
10716,Republiek.,,
10717,Provincie,,
10718,Bladkaarten,,
10719,Provincie,,
10720,Provincie,,
10721,Provincie,,
10722,Provincie,,
10723,Provincie,,
10724,Provincie,,
10725,Provincie,,
10727,Provincie,,
10728,Rivier.,,
10729,Rivier.,,
10730,Provincie,,
10731,Provincie,,
10732,Provincie,,
10733,Provincie,,
10734,Provincie,,
10735,Watergraafsmeer.,,
10736,Provincie,,
10737,Provincie,,
10738,Provincie,,
10739,Provincie,,
10740,Provincie,,
10741,Provincie,,
10742,Provincie,,
10743,Provincie,,
10744,Provincie,,
10745,Provincie,,
10746,Provincie,,
10747,Provincie,,
10748,Amsterdam,,
10749,Amsterdam,,
10750,Amsterdam,,
10751,Amsterdam,,
10752,Provincie,,
10758,Provincie,,
10759,Zeewering.,,
10760,Provincie,,
10761,Provincie,,
10801,IJselmeer.,,
10802,IJselmeer.,,
10803,IJselmeer.,,
10804,IJselmeer.,,
10805,Urk.,,
10901,Parijs.,,
10902,Parijs.,,
10903,Parijs.,,
10904,Parijs.,,
10905,Parijs.,,
10906,Parijs.,,
10907,Parijs.,,
10908,Parijs.,,
10909,Parijs.,,
10910,Parijs.,,
10911,s,,
10912,Alkmaar.,,
10913,Havens,,
10914,Brussel.,,
10915,Batavia.,,
10916,Londen.,,
10917,Middlesbrough.,,
10918,Southampton.,,
10919,Kinston,,
10920,Liverpool.,,
10921,Hamburg.,,
10922,Hamburg.,,
10923,Hamburg.,,
10924,Hamburg.,,
10925,Mijnbouw,,
10926,Rotterdam.,,
10927,s,,
10928,Plattegrond,,
11002,Brug,Brug,http://vocab.getty.edu/aat/300007836
11029,Brug,Brug,http://vocab.getty.edu/aat/300007836
11034,Brug,Brug,http://vocab.getty.edu/aat/300007836
11070,Brug,Brug,http://vocab.getty.edu/aat/300007836
11142,Brug,Brug,http://vocab.getty.edu/aat/300007836
11147,Brug,Brug,http://vocab.getty.edu/aat/300007836
11181,Brug,Brug,http://vocab.getty.edu/aat/300007836
11251,Brug,Brug,http://vocab.getty.edu/aat/300007836
11264,Brug,Brug,http://vocab.getty.edu/aat/300007836
11297,Brug,Brug,http://vocab.getty.edu/aat/300007836
12001,Brug,Brug,http://vocab.getty.edu/aat/300007836
12002,Brug,Brug,http://vocab.getty.edu/aat/300007836
12005,Brug,Brug,http://vocab.getty.edu/aat/300007836
12008,Brug,Brug,http://vocab.getty.edu/aat/300007836
12010,Brug,Brug,http://vocab.getty.edu/aat/300007836
12014,Brug,Brug,http://vocab.getty.edu/aat/300007836
12015,Brug,Brug,http://vocab.getty.edu/aat/300007836
12016,Brug,Brug,http://vocab.getty.edu/aat/300007836
12034,Brug,Brug,http://vocab.getty.edu/aat/300007836
12038,Brug,Brug,http://vocab.getty.edu/aat/300007836
12056,Brug,Brug,http://vocab.getty.edu/aat/300007836
12063,Brug,Brug,http://vocab.getty.edu/aat/300007836
12077,Brug,Brug,http://vocab.getty.edu/aat/300007836
12080,Brug,Brug,http://vocab.getty.edu/aat/300007836
12084,Brug,Brug,http://vocab.getty.edu/aat/300007836
12088,Brug,Brug,http://vocab.getty.edu/aat/300007836
12090,Brug,Brug,http://vocab.getty.edu/aat/300007836
12131,Brug,Brug,http://vocab.getty.edu/aat/300007836
12132,Brug,Brug,http://vocab.getty.edu/aat/300007836
12146,Brug,Brug,http://vocab.getty.edu/aat/300007836
12149,Brug,Brug,http://vocab.getty.edu/aat/300007836
12151,Brug,Brug,http://vocab.getty.edu/aat/300007836
12155,Walmuren,,
12222,Brug,Brug,http://vocab.getty.edu/aat/300007836
12237,Brug,Brug,http://vocab.getty.edu/aat/300007836
12241,Brug,Brug,http://vocab.getty.edu/aat/300007836
12246,Brug,Brug,http://vocab.getty.edu/aat/300007836
12259,Brug,Brug,http://vocab.getty.edu/aat/300007836
12262,Brug,Brug,http://vocab.getty.edu/aat/300007836
12274,Brug,Brug,http://vocab.getty.edu/aat/300007836
12277,Brug,Brug,http://vocab.getty.edu/aat/300007836
12278,Brug,Brug,http://vocab.getty.edu/aat/300007836
12287,Brug,Brug,http://vocab.getty.edu/aat/300007836
12297,Brug,Brug,http://vocab.getty.edu/aat/300007836
12345,Brug,Brug,http://vocab.getty.edu/aat/300007836
12383,Brug,Brug,http://vocab.getty.edu/aat/300007836
13000,Brug,Brug,http://vocab.getty.edu/aat/300007836
13001,Brug,Brug,http://vocab.getty.edu/aat/300007836
13002,Brug,Brug,http://vocab.getty.edu/aat/300007836
13003,Brug,Brug,http://vocab.getty.edu/aat/300007836
13004,Brug,Brug,http://vocab.getty.edu/aat/300007836
13006,Brug,Brug,http://vocab.getty.edu/aat/300007836
13007,Brug,Brug,http://vocab.getty.edu/aat/300007836
13008,Brug,Brug,http://vocab.getty.edu/aat/300007836
13010,Brug,Brug,http://vocab.getty.edu/aat/300007836
13015,Brug,Brug,http://vocab.getty.edu/aat/300007836
13017,Brug,Brug,http://vocab.getty.edu/aat/300007836
13018,Brug,Brug,http://vocab.getty.edu/aat/300007836
13020,Brug,Brug,http://vocab.getty.edu/aat/300007836
13023,Brug,Brug,http://vocab.getty.edu/aat/300007836
13024,Brug,Brug,http://vocab.getty.edu/aat/300007836
13028,Brug,Brug,http://vocab.getty.edu/aat/300007836
13030,Brug,Brug,http://vocab.getty.edu/aat/300007836
13033,Brug,Brug,http://vocab.getty.edu/aat/300007836
13042,Brug,Brug,http://vocab.getty.edu/aat/300007836
13044,Brug,Brug,http://vocab.getty.edu/aat/300007836
13048,Brug,Brug,http://vocab.getty.edu/aat/300007836
13051,Brug,Brug,http://vocab.getty.edu/aat/300007836
13055,Brug,Brug,http://vocab.getty.edu/aat/300007836
13058,Brug,Brug,http://vocab.getty.edu/aat/300007836
13060,Brug,Brug,http://vocab.getty.edu/aat/300007836
13061,Brug,Brug,http://vocab.getty.edu/aat/300007836
13063,Brug,Brug,http://vocab.getty.edu/aat/300007836
13065,Brug,Brug,http://vocab.getty.edu/aat/300007836
13067,Brug,Brug,http://vocab.getty.edu/aat/300007836
13068,Brug,Brug,http://vocab.getty.edu/aat/300007836
13079,Brug,Brug,http://vocab.getty.edu/aat/300007836
13089,Brug,Brug,http://vocab.getty.edu/aat/300007836
13090,Brug,Brug,http://vocab.getty.edu/aat/300007836
13091,Brug,Brug,http://vocab.getty.edu/aat/300007836
13093,Brug,Brug,http://vocab.getty.edu/aat/300007836
13094,Brug,Brug,http://vocab.getty.edu/aat/300007836
13096,Brug,Brug,http://vocab.getty.edu/aat/300007836
13098,Brug,Brug,http://vocab.getty.edu/aat/300007836
13099,Brug,Brug,http://vocab.getty.edu/aat/300007836
13100,Brug,Brug,http://vocab.getty.edu/aat/300007836
13101,Brug,Brug,http://vocab.getty.edu/aat/300007836
13102,Brug,Brug,http://vocab.getty.edu/aat/300007836
13105,Brug,Brug,http://vocab.getty.edu/aat/300007836
13106,Brug,Brug,http://vocab.getty.edu/aat/300007836
13107,Brug,Brug,http://vocab.getty.edu/aat/300007836
13108,Brug,Brug,http://vocab.getty.edu/aat/300007836
13111,Brug,Brug,http://vocab.getty.edu/aat/300007836
13116,Brug,Brug,http://vocab.getty.edu/aat/300007836
13118,Brug,Brug,http://vocab.getty.edu/aat/300007836
13119,Brug,Brug,http://vocab.getty.edu/aat/300007836
13120,Brug,Brug,http://vocab.getty.edu/aat/300007836
13121,Brug,Brug,http://vocab.getty.edu/aat/300007836
13122,Brug,Brug,http://vocab.getty.edu/aat/300007836
13123,Brug,Brug,http://vocab.getty.edu/aat/300007836
13124,Brug,Brug,http://vocab.getty.edu/aat/300007836
13127,Brug,Brug,http://vocab.getty.edu/aat/300007836
13128,Brug,Brug,http://vocab.getty.edu/aat/300007836
13135,Brug,Brug,http://vocab.getty.edu/aat/300007836
13136,Brug,Brug,http://vocab.getty.edu/aat/300007836
13137,Brug,Brug,http://vocab.getty.edu/aat/300007836
13138,Brug,Brug,http://vocab.getty.edu/aat/300007836
13143,Brug,Brug,http://vocab.getty.edu/aat/300007836
13145,Brug,Brug,http://vocab.getty.edu/aat/300007836
13146,Brug,Brug,http://vocab.getty.edu/aat/300007836
13149,Brug,Brug,http://vocab.getty.edu/aat/300007836
13153,Brug,Brug,http://vocab.getty.edu/aat/300007836
13154,Brug,Brug,http://vocab.getty.edu/aat/300007836
13155,Harmonikawand.,,
13156,Brug,Brug,http://vocab.getty.edu/aat/300007836
13161,Brug,Brug,http://vocab.getty.edu/aat/300007836
13164,Brug,Brug,http://vocab.getty.edu/aat/300007836
13167,Brug,Brug,http://vocab.getty.edu/aat/300007836
13173,Brug,Brug,http://vocab.getty.edu/aat/300007836
13174,Brug,Brug,http://vocab.getty.edu/aat/300007836
13175,Brug,Brug,http://vocab.getty.edu/aat/300007836
13178,Brug,Brug,http://vocab.getty.edu/aat/300007836
13179,Brug,Brug,http://vocab.getty.edu/aat/300007836
13180,Brug,Brug,http://vocab.getty.edu/aat/300007836
13181,Brug,Brug,http://vocab.getty.edu/aat/300007836
13183,Brug,Brug,http://vocab.getty.edu/aat/300007836
13185,Brug,Brug,http://vocab.getty.edu/aat/300007836
13187,Brug,Brug,http://vocab.getty.edu/aat/300007836
13189,Brug,Brug,http://vocab.getty.edu/aat/300007836
13193,Brug,Brug,http://vocab.getty.edu/aat/300007836
13205,Brug,Brug,http://vocab.getty.edu/aat/300007836
13207,Brug,Brug,http://vocab.getty.edu/aat/300007836
13208,Brug,Brug,http://vocab.getty.edu/aat/300007836
13209,Brug,Brug,http://vocab.getty.edu/aat/300007836
13214,Brug,Brug,http://vocab.getty.edu/aat/300007836
13221,Brug,Brug,http://vocab.getty.edu/aat/300007836
13222,Brug,Brug,http://vocab.getty.edu/aat/300007836
13223,Brug,Brug,http://vocab.getty.edu/aat/300007836
13225,Brug,Brug,http://vocab.getty.edu/aat/300007836
13227,Brug,Brug,http://vocab.getty.edu/aat/300007836
13229,Brug,Brug,http://vocab.getty.edu/aat/300007836
13230,Brug,Brug,http://vocab.getty.edu/aat/300007836
13232,Brug,Brug,http://vocab.getty.edu/aat/300007836
13236,Brug,Brug,http://vocab.getty.edu/aat/300007836
13238,Brug,Brug,http://vocab.getty.edu/aat/300007836
13239,Brug,Brug,http://vocab.getty.edu/aat/300007836
13241,Brug,Brug,http://vocab.getty.edu/aat/300007836
13242,Brug,Brug,http://vocab.getty.edu/aat/300007836
13246,Brug,Brug,http://vocab.getty.edu/aat/300007836
13247,Brug,Brug,http://vocab.getty.edu/aat/300007836
13248,Brug,Brug,http://vocab.getty.edu/aat/300007836
13250,Brug,Brug,http://vocab.getty.edu/aat/300007836
13252,Brug,Brug,http://vocab.getty.edu/aat/300007836
13257,Brug,Brug,http://vocab.getty.edu/aat/300007836
13262,Brug,Brug,http://vocab.getty.edu/aat/300007836
13263,Brug,Brug,http://vocab.getty.edu/aat/300007836
13265,Brug,Brug,http://vocab.getty.edu/aat/300007836
13272,Brug,Brug,http://vocab.getty.edu/aat/300007836
13273,Brug,Brug,http://vocab.getty.edu/aat/300007836
13274,Brug,Brug,http://vocab.getty.edu/aat/300007836
13275,Brug,Brug,http://vocab.getty.edu/aat/300007836
13277,Brug,Brug,http://vocab.getty.edu/aat/300007836
13279,Brug,Brug,http://vocab.getty.edu/aat/300007836
13280,Brug,Brug,http://vocab.getty.edu/aat/300007836
13281,Brug,Brug,http://vocab.getty.edu/aat/300007836
13284,Brug,Brug,http://vocab.getty.edu/aat/300007836
13285,Brug,Brug,http://vocab.getty.edu/aat/300007836
13286,Brug,Brug,http://vocab.getty.edu/aat/300007836
13287,Brug,Brug,http://vocab.getty.edu/aat/300007836
13289,Brug,Brug,http://vocab.getty.edu/aat/300007836
13290,Brug,Brug,http://vocab.getty.edu/aat/300007836
13291,Brug,Brug,http://vocab.getty.edu/aat/300007836
13299,Brug,Brug,http://vocab.getty.edu/aat/300007836
13300,Brug,Brug,http://vocab.getty.edu/aat/300007836
13301,Brug,Brug,http://vocab.getty.edu/aat/300007836
13302,Brug,Brug,http://vocab.getty.edu/aat/300007836
13303,Brug,Brug,http://vocab.getty.edu/aat/300007836
13306,Brug,Brug,http://vocab.getty.edu/aat/300007836
13316,Brug,Brug,http://vocab.getty.edu/aat/300007836
13320,Brug,Brug,http://vocab.getty.edu/aat/300007836
13321,Brug,Brug,http://vocab.getty.edu/aat/300007836
13345,Brug,Brug,http://vocab.getty.edu/aat/300007836
13346,Brug,Brug,http://vocab.getty.edu/aat/300007836
14000,Brug,Brug,http://vocab.getty.edu/aat/300007836
14004,Brug,Brug,http://vocab.getty.edu/aat/300007836
14006,Brug,Brug,http://vocab.getty.edu/aat/300007836
14010,Brug,Brug,http://vocab.getty.edu/aat/300007836
14012,Brug,Brug,http://vocab.getty.edu/aat/300007836
14013,Brug,Brug,http://vocab.getty.edu/aat/300007836
14014,Ned.Ind.Handelsbank.,,
14017,Nat.,,
14020,Brug,Brug,http://vocab.getty.edu/aat/300007836
14021,Brug,Brug,http://vocab.getty.edu/aat/300007836
14022,Brug,Brug,http://vocab.getty.edu/aat/300007836
14025,Brug,Brug,http://vocab.getty.edu/aat/300007836
14033,Brug,Brug,http://vocab.getty.edu/aat/300007836
14034,Brug,Brug,http://vocab.getty.edu/aat/300007836
14035,Brug,Brug,http://vocab.getty.edu/aat/300007836
14036,Brug,Brug,http://vocab.getty.edu/aat/300007836
14043,Brug,Brug,http://vocab.getty.edu/aat/300007836
14047,Brug,Brug,http://vocab.getty.edu/aat/300007836
14049,Brug,Brug,http://vocab.getty.edu/aat/300007836
14050,Brug,Brug,http://vocab.getty.edu/aat/300007836
14051,Brug,Brug,http://vocab.getty.edu/aat/300007836
14055,Brug,Brug,http://vocab.getty.edu/aat/300007836
14056,Brug,Brug,http://vocab.getty.edu/aat/300007836
14059,Brug,Brug,http://vocab.getty.edu/aat/300007836
14060,Brug,Brug,http://vocab.getty.edu/aat/300007836
14061,Brug,Brug,http://vocab.getty.edu/aat/300007836
14067,Brug,Brug,http://vocab.getty.edu/aat/300007836
14068,Brug,Brug,http://vocab.getty.edu/aat/300007836
14069,Brug,Brug,http://vocab.getty.edu/aat/300007836
14072,Brug,Brug,http://vocab.getty.edu/aat/300007836
14075,Brug,Brug,http://vocab.getty.edu/aat/300007836
14076,Brug,Brug,http://vocab.getty.edu/aat/300007836
14077,Brug,Brug,http://vocab.getty.edu/aat/300007836
14081,Brug,Brug,http://vocab.getty.edu/aat/300007836
14082,Brug,Brug,http://vocab.getty.edu/aat/300007836
14084,Brug,Brug,http://vocab.getty.edu/aat/300007836
14086,Brug,Brug,http://vocab.getty.edu/aat/300007836
14087,Brug,Brug,http://vocab.getty.edu/aat/300007836
14091,Brug,Brug,http://vocab.getty.edu/aat/300007836
14095,Brug,Brug,http://vocab.getty.edu/aat/300007836
14097,Brug,Brug,http://vocab.getty.edu/aat/300007836
14098,Brug,Brug,http://vocab.getty.edu/aat/300007836
14099,Brug,Brug,http://vocab.getty.edu/aat/300007836
14100,Brug,Brug,http://vocab.getty.edu/aat/300007836
14110,Brug,Brug,http://vocab.getty.edu/aat/300007836
14117,Brug,Brug,http://vocab.getty.edu/aat/300007836
14119,Brug,Brug,http://vocab.getty.edu/aat/300007836
14120,Brug,Brug,http://vocab.getty.edu/aat/300007836
14121,Brug,Brug,http://vocab.getty.edu/aat/300007836
14122,Brug,Brug,http://vocab.getty.edu/aat/300007836
14123,Brug,Brug,http://vocab.getty.edu/aat/300007836
14125,Brug,Brug,http://vocab.getty.edu/aat/300007836
14127,Brug,Brug,http://vocab.getty.edu/aat/300007836
14142,Brug,Brug,http://vocab.getty.edu/aat/300007836
14145,Brug,Brug,http://vocab.getty.edu/aat/300007836
14146,Brug,Brug,http://vocab.getty.edu/aat/300007836
14149,Brug,Brug,http://vocab.getty.edu/aat/300007836
14155,Speelplaatsen,,
14157,Brug,Brug,http://vocab.getty.edu/aat/300007836
14158,Brug,Brug,http://vocab.getty.edu/aat/300007836
